,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label,main_category
1546,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0047324,phosphoenolpyruvate-glycerone phosphotransferase activity,molecularFunction
1547,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004317,3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity,molecularFunction
1548,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0045148,tripeptide aminopeptidase activity,molecularFunction
1549,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004671,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,molecularFunction
1618,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0019205,nucleobase-containing compound kinase activity,molecularFunction
1617,0,0.0,1.0,0.833395685247537,41,1.000000000024959,-,GO:0046873,metal ion transmembrane transporter activity,molecularFunction
1616,0,0.0,1.0,0.772415513156254,38,1.000000000015908,-,GO:0015291,secondary active transmembrane transporter activity,molecularFunction
1615,0,0.0,1.0,0.8943758573388201,44,1.000000000014378,-,GO:0004497,monooxygenase activity,molecularFunction
1614,0,0.0,1.0,0.406534480608554,20,1.000000000010589,-,GO:0051213,dioxygenase activity,molecularFunction
1613,0,0.0,1.0,0.406534480608554,20,1.000000000010589,-,GO:0008081,phosphoric diester hydrolase activity,molecularFunction
1612,0,0.0,1.0,0.406534480608554,20,1.000000000010589,-,GO:0019239,deaminase activity,molecularFunction
1611,1,0.9282324343095261,1.0,1.077316373612669,53,1.000000000010198,-,GO:0016879,"ligase activity, forming carbon-nitrogen bonds",molecularFunction
1610,0,0.0,1.0,0.7520887891258261,37,1.000000000010195,-,GO:0051537,"2 iron, 2 sulfur cluster binding",molecularFunction
1619,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0015179,L-amino acid transmembrane transporter activity,molecularFunction
1609,1,0.780893952673093,1.0,1.280583613916947,63,1.000000000010064,-,GO:0016987,sigma factor activity,molecularFunction
1607,0,0.0,1.0,0.6911086170345431,34,1.000000000009743,-,GO:0015078,proton transmembrane transporter activity,molecularFunction
1606,1,0.9646337062432331,1.0,1.036662925551814,51,1.000000000008918,-,GO:0005506,iron ion binding,molecularFunction
1605,0,0.0,1.0,0.26424741239556004,13,1.000000000008015,-,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecularFunction
1604,0,0.0,1.0,0.26424741239556004,13,1.000000000008015,-,GO:0008276,protein methyltransferase activity,molecularFunction
1603,0,0.0,1.0,0.26424741239556004,13,1.000000000008015,-,GO:0015103,inorganic anion transmembrane transporter activity,molecularFunction
1602,0,0.0,1.0,0.26424741239556004,13,1.000000000008015,-,GO:0043856,anti-sigma factor antagonist activity,molecularFunction
1601,0,0.0,1.0,0.26424741239556004,13,1.000000000008015,-,GO:0019200,carbohydrate kinase activity,molecularFunction
1600,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0008703,5-amino-6-(5-phosphoribosylamino)uracil reductase activity,molecularFunction
1599,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0005451,monovalent cation:proton antiporter activity,molecularFunction
1608,0,0.0,1.0,0.6911086170345431,34,1.000000000009743,-,GO:0000984,bacterial-type RNA polymerase transcription regulatory region sequence-specific DNA binding,molecularFunction
1620,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0030151,molybdenum ion binding,molecularFunction
1621,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0016895,"exodeoxyribonuclease activity, producing 5'-phosphomonoesters",molecularFunction
1622,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0048029,monosaccharide binding,molecularFunction
1643,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,molecularFunction
1642,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0042577,lipid phosphatase activity,molecularFunction
1641,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0003951,NAD+ kinase activity,molecularFunction
1640,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0042277,peptide binding,molecularFunction
1639,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0003988,acetyl-CoA C-acyltransferase activity,molecularFunction
1638,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0008199,ferric iron binding,molecularFunction
1637,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0008810,cellulase activity,molecularFunction
1636,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0016725,"oxidoreductase activity, acting on CH or CH2 groups",molecularFunction
1635,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0047134,protein-disulfide reductase activity,molecularFunction
1634,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0004493,methylmalonyl-CoA epimerase activity,molecularFunction
1633,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0102483,scopolin beta-glucosidase activity,molecularFunction
1632,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0016755,"transferase activity, transferring amino-acyl groups",molecularFunction
1631,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0016160,amylase activity,molecularFunction
1630,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0008289,lipid binding,molecularFunction
1629,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0042392,sphingosine-1-phosphate phosphatase activity,molecularFunction
1628,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0036361,"racemase activity, acting on amino acids and derivatives",molecularFunction
1627,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0004556,alpha-amylase activity,molecularFunction
1626,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0004565,beta-galactosidase activity,molecularFunction
1625,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0016833,oxo-acid-lyase activity,molecularFunction
1624,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives",molecularFunction
1623,0,0.0,1.0,0.142287068212994,7,1.00000000002619,-,GO:0016885,"ligase activity, forming carbon-carbon bonds",molecularFunction
1598,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0008422,beta-glucosidase activity,molecularFunction
1452,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008783,agmatinase activity,molecularFunction
1597,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0008171,O-methyltransferase activity,molecularFunction
1595,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0031419,cobalamin binding,molecularFunction
1569,0,0.0,1.0,0.36588103254769905,18,1.000000000005102,-,GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",molecularFunction
1568,0,0.0,1.0,0.36588103254769905,18,1.000000000005102,-,GO:0016861,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",molecularFunction
1567,0,0.0,1.0,0.9350293053996751,46,1.000000000004011,-,GO:0015077,monovalent inorganic cation transmembrane transporter activity,molecularFunction
1566,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046558,"arabinan endo-1,5-alpha-L-arabinosidase activity",molecularFunction
1565,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0000293,ferric-chelate reductase activity,molecularFunction
1564,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0036137,kynurenine aminotransferase activity,molecularFunction
1563,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004641,phosphoribosylformylglycinamidine cyclo-ligase activity,molecularFunction
1562,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,molecularFunction
1561,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004644,phosphoribosylglycinamide formyltransferase activity,molecularFunction
1570,0,0.0,1.0,0.36588103254769905,18,1.000000000005102,-,GO:0015297,antiporter activity,molecularFunction
1560,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004647,phosphoserine phosphatase activity,molecularFunction
1558,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004654,polyribonucleotide nucleotidyltransferase activity,molecularFunction
1557,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004655,porphobilinogen synthase activity,molecularFunction
1556,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004657,proline dehydrogenase activity,molecularFunction
1555,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030507,spectrin binding,molecularFunction
1554,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0047307,diaminobutyrate-pyruvate transaminase activity,molecularFunction
1553,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0031956,medium-chain fatty acid-CoA ligase activity,molecularFunction
1552,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004301,epoxide hydrolase activity,molecularFunction
1551,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046583,cation efflux transmembrane transporter activity,molecularFunction
1550,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004668,protein-arginine deiminase activity,molecularFunction
1559,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004648,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,molecularFunction
1571,0,0.0,1.0,0.36588103254769905,18,1.000000000005102,-,GO:0030247,polysaccharide binding,molecularFunction
1572,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0003887,DNA-directed DNA polymerase activity,molecularFunction
1573,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0140104,molecular carrier activity,molecularFunction
1594,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0015662,"ion transmembrane transporter activity, phosphorylative mechanism",molecularFunction
1593,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0004176,ATP-dependent peptidase activity,molecularFunction
1592,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0016776,"phosphotransferase activity, phosphate group as acceptor",molecularFunction
1591,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0015081,sodium ion transmembrane transporter activity,molecularFunction
1590,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0070403,NAD+ binding,molecularFunction
1589,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:1990189,peptide-serine-N-acetyltransferase activity,molecularFunction
1588,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0016849,phosphorus-oxygen lyase activity,molecularFunction
1587,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0016878,acid-thiol ligase activity,molecularFunction
1586,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0015491,cation:cation antiporter activity,molecularFunction
1585,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,molecularFunction
1584,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0016646,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",molecularFunction
1583,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0008170,N-methyltransferase activity,molecularFunction
1582,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0034061,DNA polymerase activity,molecularFunction
1581,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0015926,glucosidase activity,molecularFunction
1580,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",molecularFunction
1579,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0005261,cation channel activity,molecularFunction
1578,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0004520,endodeoxyribonuclease activity,molecularFunction
1577,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0005319,lipid transporter activity,molecularFunction
1576,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",molecularFunction
1575,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0016893,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",molecularFunction
1574,0,0.0,1.0,0.22359396433470502,11,1.000000000005892,-,GO:0015144,carbohydrate transmembrane transporter activity,molecularFunction
1596,0,0.0,1.0,0.203267240304277,10,1.000000000008013,-,GO:0015925,galactosidase activity,molecularFunction
1451,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008784,alanine racemase activity,molecularFunction
1450,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008785,alkyl hydroperoxide reductase activity,molecularFunction
1449,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0051500,D-tyrosyl-tRNA(Tyr) deacylase activity,molecularFunction
1325,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004793,threonine aldolase activity,molecularFunction
1324,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004797,thymidine kinase activity,molecularFunction
1323,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004798,thymidylate kinase activity,molecularFunction
1322,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004799,thymidylate synthase activity,molecularFunction
1321,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046353,aminoglycoside 3-N-acetyltransferase activity,molecularFunction
1320,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0044183,protein folding chaperone,molecularFunction
1319,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0047444,N-acylneuraminate-9-phosphate synthase activity,molecularFunction
1318,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0033916,beta-agarase activity,molecularFunction
1317,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0047451,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,molecularFunction
1326,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004789,thiamine-phosphate diphosphorylase activity,molecularFunction
1316,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0005539,glycosaminoglycan binding,molecularFunction
1314,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0097266,"phenylacetyl-CoA 1,2-epoxidase activity",molecularFunction
1313,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0070040,rRNA (adenine-C2-)-methyltransferase activity,molecularFunction
1312,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0070042,rRNA (uridine-N3-)-methyltransferase activity,molecularFunction
1311,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0070043,rRNA (guanine-N7-)-methyltransferase activity,molecularFunction
1310,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004451,isocitrate lyase activity,molecularFunction
1309,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004452,isopentenyl-diphosphate delta-isomerase activity,molecularFunction
1308,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004459,L-lactate dehydrogenase activity,molecularFunction
1307,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0033925,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity,molecularFunction
1306,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0033926,glycopeptide alpha-N-acetylgalactosaminidase activity,molecularFunction
1315,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0047456,2-methylisocitrate dehydratase activity,molecularFunction
1327,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004424,imidazoleglycerol-phosphate dehydratase activity,molecularFunction
1328,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004422,hypoxanthine phosphoribosyltransferase activity,molecularFunction
1329,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0015932,nucleobase-containing compound transmembrane transporter activity,molecularFunction
1350,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0052381,tRNA dimethylallyltransferase activity,molecularFunction
1349,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0072510,trivalent inorganic cation transmembrane transporter activity,molecularFunction
1348,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004750,ribulose-phosphate 3-epimerase activity,molecularFunction
1347,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046316,gluconokinase activity,molecularFunction
1346,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030604,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity,molecularFunction
1345,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004760,serine-pyruvate transaminase activity,molecularFunction
1344,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004401,histidinol-phosphatase activity,molecularFunction
1343,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0062105,RNA 2'-O-methyltransferase activity,molecularFunction
1342,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,molecularFunction
1341,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0004765,shikimate kinase activity,molecularFunction
1340,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030611,arsenate reductase activity,molecularFunction
1339,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030975,thiamine binding,molecularFunction
1338,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030613,"oxidoreductase activity, acting on phosphorus or arsenic in donors",molecularFunction
1337,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030614,"oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor",molecularFunction
